Transaction_ID,Date,Base_Currency,Target_Currency,Transfer_Amount_USD,Provider_Markup_Factor,Status,Real_Market_Rate,Applied_Provider_Rate,Cost_Leakage_USD,Compliance_Flag
TXN-1243,2026-08-16,USD,AUD,2281.9,1.01,Completed,1.41,1.43,32.7,CLEARED
TXN-1244,2026-08-16,USD,JPY,6002.84,1.01,Completed,159.01,160.6,60.04,CLEARED
TXN-1245,2026-08-16,USD,AUD,1599.77,1.01,Completed,1.41,1.43,21.24,CLEARED
TXN-1246,2026-08-16,USD,JPY,9518.1,1.01,Completed,159.01,161.28,135.74,CLEARED
TXN-1247,2026-08-16,USD,GBP,13298.91,1.01,Completed,0.74,0.75,177.88,REVIEW: HIGH VALUE
TXN-1248,2026-08-16,USD,AUD,11059.51,1.02,Completed,1.41,1.43,172.84,REVIEW: HIGH VALUE
TXN-1249,2026-08-16,USD,EUR,7034.78,1.04,Failed,0.86,0.9,254.43,REVIEW: HIGH SPREAD
TXN-1250,2026-08-16,USD,JPY,1259.79,1.01,Failed,159.01,160.91,15.06,CLEARED
TXN-1251,2026-08-16,USD,PHP,14220.28,1.01,Completed,61.39,62.04,150.13,REVIEW: HIGH VALUE
TXN-1252,2026-08-16,USD,GBP,7993.23,1.03,Completed,0.74,0.76,245.32,REVIEW: HIGH SPREAD
TXN-1253,2026-08-16,USD,PHP,11911.52,1.03,Completed,61.39,63.42,395.11,REVIEW: HIGH SPREAD
TXN-1254,2026-08-16,USD,JPY,5593.95,1.02,Completed,159.01,162.15,110.55,CLEARED
TXN-1255,2026-08-16,USD,GBP,4787.09,1.04,Completed,0.74,0.77,171.9,REVIEW: HIGH SPREAD
TXN-1256,2026-08-16,USD,AUD,12008.0,1.02,Completed,1.41,1.44,224.87,REVIEW: HIGH VALUE
TXN-1257,2026-08-16,USD,EUR,12219.16,1.03,Completed,0.86,0.89,415.76,REVIEW: HIGH SPREAD
TXN-1258,2026-08-16,USD,AUD,11089.34,1.03,Completed,1.41,1.46,348.47,REVIEW: HIGH SPREAD
TXN-1259,2026-08-16,USD,AUD,13543.32,1.03,Completed,1.41,1.46,464.87,REVIEW: HIGH SPREAD
TXN-1260,2026-08-16,USD,PHP,12678.09,1.03,Completed,61.39,63.48,432.21,REVIEW: HIGH SPREAD
TXN-1261,2026-08-16,USD,JPY,12363.41,1.03,Delayed,159.01,163.86,376.89,REVIEW: HIGH SPREAD
TXN-1262,2026-08-16,USD,AUD,4487.48,1.04,Completed,1.41,1.46,159.86,REVIEW: HIGH SPREAD
TXN-1263,2026-08-16,USD,GBP,10385.68,1.02,Completed,0.74,0.75,194.73,REVIEW: HIGH VALUE
TXN-1264,2026-08-16,USD,PHP,10798.87,1.01,Completed,61.39,62.21,144.91,REVIEW: HIGH VALUE
TXN-1265,2026-08-16,USD,EUR,9982.84,1.01,Completed,0.86,0.87,112.39,CLEARED
TXN-1266,2026-08-16,USD,GBP,1935.39,1.02,Completed,0.74,0.76,46.24,CLEARED
TXN-1267,2026-08-16,USD,PHP,7474.14,1.04,Delayed,61.39,63.84,298.04,REVIEW: HIGH SPREAD
TXN-1268,2026-08-16,USD,JPY,8850.57,1.03,Completed,159.01,163.78,265.33,CLEARED
TXN-1269,2026-08-16,USD,GBP,754.86,1.03,Completed,0.74,0.76,22.36,CLEARED
TXN-1270,2026-08-16,USD,EUR,12147.61,1.04,Delayed,0.86,0.9,470.9,REVIEW: HIGH SPREAD
TXN-1271,2026-08-16,USD,PHP,6758.55,1.02,Completed,61.39,62.57,129.96,CLEARED
TXN-1272,2026-08-16,USD,EUR,3078.44,1.03,Completed,0.86,0.89,98.05,REVIEW: HIGH SPREAD
TXN-1273,2026-08-16,USD,AUD,12663.42,1.03,Completed,1.41,1.46,406.19,REVIEW: HIGH SPREAD
TXN-1274,2026-08-16,USD,EUR,1456.59,1.01,Completed,0.86,0.87,15.44,CLEARED
TXN-1275,2026-08-16,USD,JPY,617.86,1.04,Completed,159.01,165.09,23.63,REVIEW: HIGH SPREAD
TXN-1276,2026-08-16,USD,GBP,10238.27,1.01,Completed,0.74,0.75,149.61,REVIEW: HIGH VALUE
TXN-1277,2026-08-16,USD,EUR,9470.88,1.04,Delayed,0.86,0.9,364.53,REVIEW: HIGH SPREAD
TXN-1278,2026-08-16,USD,EUR,14831.49,1.02,Completed,0.86,0.88,268.32,REVIEW: HIGH VALUE
TXN-1279,2026-08-16,USD,GBP,3181.19,1.04,Completed,0.74,0.77,125.22,REVIEW: HIGH SPREAD
TXN-1280,2026-08-16,USD,JPY,10897.58,1.03,Completed,159.01,163.88,333.9,REVIEW: HIGH SPREAD
TXN-1281,2026-08-16,USD,EUR,4733.42,1.03,Completed,0.86,0.89,153.31,REVIEW: HIGH SPREAD
TXN-1282,2026-08-16,USD,AUD,9782.64,1.04,Completed,1.41,1.46,357.88,REVIEW: HIGH SPREAD
TXN-1283,2026-08-16,USD,EUR,3738.01,1.01,Completed,0.86,0.88,45.84,CLEARED
TXN-1284,2026-08-16,USD,PHP,1200.15,1.03,Completed,61.39,63.45,40.35,REVIEW: HIGH SPREAD
TXN-1285,2026-08-16,USD,GBP,2550.28,1.02,Delayed,0.74,0.75,48.44,CLEARED
TXN-1286,2026-08-16,USD,GBP,5875.21,1.03,Completed,0.74,0.76,148.93,CLEARED
TXN-1287,2026-08-16,USD,PHP,4567.17,1.02,Completed,61.39,62.6,90.14,CLEARED
TXN-1288,2026-08-16,USD,JPY,3885.18,1.04,Completed,159.01,165.15,150.11,REVIEW: HIGH SPREAD
TXN-1289,2026-08-16,USD,PHP,5428.11,1.01,Completed,61.39,62.28,79.21,CLEARED
TXN-1290,2026-08-16,USD,JPY,8509.9,1.02,Completed,159.01,161.52,134.43,CLEARED
TXN-1291,2026-08-16,USD,AUD,11879.61,1.03,Delayed,1.41,1.45,320.36,REVIEW: HIGH VALUE
TXN-1292,2026-08-16,USD,EUR,1015.44,1.03,Completed,0.86,0.89,32.91,REVIEW: HIGH SPREAD
TXN-1293,2026-08-16,USD,AUD,12736.25,1.03,Completed,1.41,1.45,365.78,REVIEW: HIGH VALUE
TXN-1294,2026-08-16,USD,AUD,10739.84,1.02,Completed,1.41,1.44,176.63,REVIEW: HIGH VALUE
TXN-1295,2026-08-16,USD,JPY,3509.13,1.03,Delayed,159.01,163.61,101.45,CLEARED
TXN-1296,2026-08-16,USD,PHP,11814.13,1.03,Completed,61.39,63.07,322.77,REVIEW: HIGH VALUE
TXN-1297,2026-08-16,USD,AUD,6113.49,1.04,Delayed,1.41,1.47,234.78,REVIEW: HIGH SPREAD
TXN-1298,2026-08-16,USD,GBP,6092.19,1.03,Completed,0.74,0.76,202.63,REVIEW: HIGH SPREAD
TXN-1299,2026-08-16,USD,AUD,11689.08,1.02,Failed,1.41,1.44,199.45,REVIEW: HIGH VALUE
TXN-1300,2026-08-16,USD,AUD,5529.52,1.02,Completed,1.41,1.44,91.39,CLEARED
TXN-1301,2026-08-16,USD,JPY,6708.85,1.03,Completed,159.01,163.47,188.1,CLEARED
TXN-1302,2026-08-16,USD,EUR,4341.15,1.01,Delayed,0.86,0.87,44.62,CLEARED
TXN-1303,2026-08-16,USD,AUD,10944.65,1.03,Completed,1.41,1.46,347.55,REVIEW: HIGH SPREAD
TXN-1304,2026-08-16,USD,JPY,14596.63,1.03,Completed,159.01,163.67,427.32,REVIEW: HIGH VALUE
TXN-1305,2026-08-16,USD,GBP,9796.89,1.02,Completed,0.74,0.75,189.57,CLEARED
TXN-1306,2026-08-16,USD,AUD,7261.24,1.02,Completed,1.41,1.43,109.02,CLEARED
TXN-1307,2026-08-16,USD,EUR,7145.76,1.03,Completed,0.86,0.89,234.7,REVIEW: HIGH SPREAD
TXN-1308,2026-08-16,USD,JPY,14558.13,1.03,Completed,159.01,163.0,365.17,REVIEW: HIGH VALUE
TXN-1309,2026-08-16,USD,GBP,10554.8,1.04,Completed,0.74,0.77,398.81,REVIEW: HIGH SPREAD
TXN-1310,2026-08-16,USD,GBP,4199.39,1.02,Completed,0.74,0.76,94.27,CLEARED
TXN-1311,2026-08-16,USD,PHP,13633.12,1.03,Completed,61.39,63.07,372.7,REVIEW: HIGH VALUE
TXN-1312,2026-08-16,USD,EUR,2507.68,1.02,Completed,0.86,0.89,61.93,CLEARED
TXN-1313,2026-08-16,USD,PHP,8539.77,1.03,Completed,61.39,63.39,278.34,REVIEW: HIGH SPREAD
TXN-1314,2026-08-16,USD,JPY,14131.78,1.02,Delayed,159.01,161.75,243.13,REVIEW: HIGH VALUE
TXN-1315,2026-08-16,USD,GBP,14681.72,1.02,Completed,0.74,0.75,299.66,REVIEW: HIGH VALUE
TXN-1316,2026-08-16,USD,AUD,3206.2,1.02,Delayed,1.41,1.45,79.9,CLEARED
TXN-1317,2026-08-16,USD,PHP,3336.17,1.04,Completed,61.39,63.84,133.34,REVIEW: HIGH SPREAD
TXN-1318,2026-08-16,USD,JPY,3050.44,1.03,Completed,159.01,163.34,83.01,CLEARED
TXN-1319,2026-08-16,USD,AUD,14437.2,1.01,Completed,1.41,1.43,145.73,REVIEW: HIGH VALUE
TXN-1320,2026-08-16,USD,JPY,7536.46,1.02,Completed,159.01,161.54,120.02,CLEARED
TXN-1321,2026-08-16,USD,JPY,11167.16,1.02,Completed,159.01,162.52,246.3,REVIEW: HIGH VALUE
TXN-1322,2026-08-16,USD,EUR,9997.91,1.01,Completed,0.86,0.87,103.91,CLEARED
TXN-1323,2026-08-16,USD,JPY,14935.7,1.04,Delayed,159.01,164.9,553.38,REVIEW: HIGH SPREAD
TXN-1324,2026-08-16,USD,AUD,2093.09,1.03,Completed,1.41,1.45,56.43,CLEARED
TXN-1325,2026-08-16,USD,GBP,10308.17,1.03,Completed,0.74,0.76,282.23,REVIEW: HIGH VALUE
TXN-1326,2026-08-16,USD,AUD,2198.57,1.02,Completed,1.41,1.44,50.56,CLEARED
TXN-1327,2026-08-16,USD,JPY,1723.36,1.04,Completed,159.01,165.2,67.05,REVIEW: HIGH SPREAD
TXN-1328,2026-08-16,USD,PHP,5931.28,1.02,Completed,61.39,62.5,107.56,CLEARED
TXN-1329,2026-08-16,USD,PHP,6867.49,1.01,Completed,61.39,62.16,86.38,CLEARED
TXN-1330,2026-08-16,USD,JPY,9644.51,1.02,Failed,159.01,162.28,198.49,CLEARED
TXN-1331,2026-08-16,USD,JPY,6568.94,1.02,Completed,159.01,162.74,154.21,CLEARED
TXN-1332,2026-08-16,USD,JPY,3491.03,1.01,Completed,159.01,161.14,46.68,CLEARED
TXN-1333,2026-08-16,USD,EUR,10807.33,1.02,Completed,0.86,0.88,209.76,REVIEW: HIGH VALUE
TXN-1334,2026-08-16,USD,AUD,8820.11,1.01,Completed,1.41,1.43,104.88,CLEARED
TXN-1335,2026-08-16,USD,JPY,9118.38,1.03,Completed,159.01,163.53,259.4,CLEARED
TXN-1336,2026-08-16,USD,AUD,3911.25,1.02,Completed,1.41,1.44,83.51,CLEARED
TXN-1337,2026-08-16,USD,EUR,1474.02,1.02,Completed,0.86,0.88,26.74,CLEARED
TXN-1338,2026-08-16,USD,EUR,11224.86,1.04,Completed,0.86,0.9,444.02,REVIEW: HIGH SPREAD
TXN-1339,2026-08-16,USD,EUR,10965.96,1.01,Delayed,0.86,0.88,161.12,REVIEW: HIGH VALUE
TXN-1340,2026-08-16,USD,JPY,519.0,1.03,Completed,159.01,163.41,14.35,CLEARED
TXN-1341,2026-08-16,USD,GBP,14424.75,1.02,Completed,0.74,0.75,268.1,REVIEW: HIGH VALUE
TXN-1342,2026-08-16,USD,GBP,3735.29,1.02,Completed,0.74,0.76,90.62,CLEARED
TXN-1343,2026-08-16,USD,PHP,12335.84,1.03,Completed,61.39,63.39,402.16,REVIEW: HIGH SPREAD
TXN-1344,2026-08-16,USD,EUR,6589.12,1.03,Completed,0.86,0.89,196.75,CLEARED
TXN-1345,2026-08-16,USD,AUD,6313.12,1.04,Completed,1.41,1.46,224.81,REVIEW: HIGH SPREAD
TXN-1346,2026-08-16,USD,GBP,4494.15,1.03,Completed,0.74,0.76,138.34,REVIEW: HIGH SPREAD
TXN-1347,2026-08-16,USD,PHP,1031.77,1.03,Completed,61.39,63.32,32.4,REVIEW: HIGH SPREAD
TXN-1348,2026-08-16,USD,AUD,4232.1,1.02,Completed,1.41,1.44,78.14,CLEARED
TXN-1349,2026-08-16,USD,AUD,5337.71,1.02,Completed,1.41,1.44,100.38,CLEARED
TXN-1350,2026-08-16,USD,EUR,13147.46,1.02,Completed,0.86,0.88,197.69,REVIEW: HIGH VALUE
TXN-1351,2026-08-16,USD,PHP,7984.35,1.03,Completed,61.39,62.95,202.53,CLEARED
TXN-1352,2026-08-16,USD,PHP,1530.41,1.04,Completed,61.39,63.58,54.56,REVIEW: HIGH SPREAD
TXN-1353,2026-08-16,USD,PHP,9896.95,1.01,Completed,61.39,62.25,138.69,CLEARED
TXN-1354,2026-08-16,USD,GBP,7283.59,1.03,Completed,0.74,0.76,186.21,CLEARED
TXN-1355,2026-08-16,USD,PHP,1747.68,1.01,Completed,61.39,62.27,25.19,CLEARED
TXN-1356,2026-08-16,USD,JPY,9836.05,1.03,Completed,159.01,164.04,311.35,REVIEW: HIGH SPREAD
TXN-1357,2026-08-16,USD,EUR,10287.13,1.02,Completed,0.86,0.88,173.48,REVIEW: HIGH VALUE
TXN-1358,2026-08-16,USD,PHP,1702.97,1.01,Completed,61.39,62.15,21.11,CLEARED
TXN-1359,2026-08-16,USD,GBP,8249.37,1.01,Completed,0.74,0.75,110.72,CLEARED
TXN-1360,2026-08-16,USD,PHP,4309.54,1.03,Completed,61.39,63.27,131.87,REVIEW: HIGH SPREAD
TXN-1361,2026-08-16,USD,PHP,1349.2,1.01,Completed,61.39,62.12,16.08,CLEARED
TXN-1362,2026-08-16,USD,EUR,5501.75,1.02,Delayed,0.86,0.88,92.45,CLEARED
TXN-1363,2026-08-16,USD,PHP,4877.5,1.03,Delayed,61.39,63.13,138.66,CLEARED
TXN-1364,2026-08-16,USD,GBP,692.69,1.01,Completed,0.74,0.75,9.42,CLEARED
TXN-1365,2026-08-16,USD,GBP,12564.9,1.03,Completed,0.74,0.76,336.0,REVIEW: HIGH VALUE
TXN-1366,2026-08-16,USD,AUD,12683.33,1.02,Completed,1.41,1.44,223.03,REVIEW: HIGH VALUE
TXN-1367,2026-08-16,USD,AUD,11178.04,1.01,Completed,1.41,1.43,136.97,REVIEW: HIGH VALUE
TXN-1368,2026-08-16,USD,PHP,10561.83,1.03,Completed,61.39,63.03,282.9,REVIEW: HIGH VALUE
TXN-1369,2026-08-16,USD,AUD,14553.66,1.02,Completed,1.41,1.45,344.21,REVIEW: HIGH VALUE
TXN-1370,2026-08-16,USD,JPY,11690.16,1.01,Completed,159.01,161.04,149.52,REVIEW: HIGH VALUE
TXN-1371,2026-08-16,USD,EUR,4342.87,1.01,Completed,0.86,0.87,45.0,CLEARED
TXN-1372,2026-08-16,USD,PHP,7288.59,1.03,Completed,61.39,63.27,223.64,REVIEW: HIGH SPREAD
TXN-1373,2026-08-16,USD,GBP,3976.58,1.02,Delayed,0.74,0.76,95.3,CLEARED
TXN-1374,2026-08-16,USD,GBP,1471.79,1.03,Completed,0.74,0.76,41.19,CLEARED
TXN-1375,2026-08-16,USD,EUR,14600.98,1.04,Completed,0.86,0.9,549.71,REVIEW: HIGH SPREAD
TXN-1376,2026-08-16,USD,PHP,7524.63,1.03,Completed,61.39,63.47,254.62,REVIEW: HIGH SPREAD
TXN-1377,2026-08-16,USD,PHP,3592.63,1.03,Delayed,61.39,63.38,116.38,REVIEW: HIGH SPREAD
TXN-1378,2026-08-16,USD,JPY,14812.68,1.04,Completed,159.01,165.09,566.63,REVIEW: HIGH SPREAD
TXN-1379,2026-08-16,USD,PHP,13980.69,1.02,Completed,61.39,62.68,294.92,REVIEW: HIGH VALUE
TXN-1380,2026-08-16,USD,PHP,2077.64,1.04,Completed,61.39,63.67,77.08,REVIEW: HIGH SPREAD
TXN-1381,2026-08-16,USD,GBP,8642.43,1.02,Completed,0.74,0.75,172.4,CLEARED
TXN-1382,2026-08-16,USD,JPY,13532.27,1.02,Completed,159.01,162.07,260.13,REVIEW: HIGH VALUE
TXN-1383,2026-08-16,USD,AUD,7152.46,1.03,Failed,1.41,1.45,211.95,CLEARED
TXN-1384,2026-08-16,USD,AUD,5034.93,1.01,Completed,1.41,1.43,54.21,CLEARED
TXN-1385,2026-08-16,USD,PHP,5777.94,1.01,Completed,61.39,62.27,83.03,CLEARED
TXN-1386,2026-08-16,USD,EUR,11948.39,1.01,Completed,0.86,0.87,143.94,REVIEW: HIGH VALUE
TXN-1387,2026-08-16,USD,GBP,10418.73,1.02,Completed,0.74,0.75,189.29,REVIEW: HIGH VALUE
TXN-1388,2026-08-16,USD,AUD,1522.97,1.03,Delayed,1.41,1.45,38.66,CLEARED
TXN-1389,2026-08-16,USD,PHP,5002.19,1.02,Completed,61.39,62.81,115.51,CLEARED
TXN-1390,2026-08-16,USD,GBP,8985.17,1.01,Completed,0.74,0.75,92.05,CLEARED
TXN-1391,2026-08-16,USD,JPY,8904.65,1.02,Completed,159.01,161.48,138.36,CLEARED
TXN-1392,2026-08-16,USD,AUD,7436.3,1.03,Completed,1.41,1.46,238.95,REVIEW: HIGH SPREAD
TXN-1393,2026-08-16,USD,JPY,9726.73,1.03,Completed,159.01,163.1,250.42,CLEARED
TXN-1394,2026-08-16,USD,AUD,4774.08,1.03,Completed,1.41,1.45,120.04,CLEARED
TXN-1395,2026-08-16,USD,AUD,742.44,1.04,Completed,1.41,1.47,28.11,REVIEW: HIGH SPREAD
TXN-1396,2026-08-16,USD,PHP,5862.02,1.04,Completed,61.39,63.72,222.4,REVIEW: HIGH SPREAD
TXN-1397,2026-08-16,USD,GBP,9549.47,1.02,Completed,0.74,0.76,225.1,CLEARED
TXN-1398,2026-08-16,USD,EUR,4137.55,1.04,Completed,0.86,0.9,164.98,REVIEW: HIGH SPREAD
TXN-1399,2026-08-16,USD,EUR,14681.32,1.03,Completed,0.86,0.89,452.87,REVIEW: HIGH SPREAD
TXN-1400,2026-08-16,USD,PHP,14445.41,1.02,Completed,61.39,62.71,309.93,REVIEW: HIGH VALUE
TXN-1401,2026-08-16,USD,EUR,11644.12,1.02,Completed,0.86,0.88,183.16,REVIEW: HIGH VALUE
TXN-1402,2026-08-16,USD,GBP,6691.95,1.02,Completed,0.74,0.75,125.72,CLEARED
TXN-1403,2026-08-16,USD,AUD,12350.22,1.04,Completed,1.41,1.47,476.03,REVIEW: HIGH SPREAD
TXN-1404,2026-08-16,USD,GBP,10599.85,1.03,Completed,0.74,0.76,309.49,REVIEW: HIGH VALUE
TXN-1405,2026-08-16,USD,EUR,634.04,1.01,Completed,0.86,0.88,8.15,CLEARED
TXN-1406,2026-08-16,USD,PHP,2140.39,1.03,Completed,61.39,62.97,55.01,CLEARED
TXN-1407,2026-08-16,USD,EUR,12729.06,1.02,Completed,0.86,0.88,237.77,REVIEW: HIGH VALUE
TXN-1408,2026-08-16,USD,EUR,12279.93,1.02,Completed,0.86,0.88,247.19,REVIEW: HIGH VALUE
TXN-1409,2026-08-16,USD,EUR,12879.89,1.02,Completed,0.86,0.88,224.93,REVIEW: HIGH VALUE
TXN-1410,2026-08-16,USD,PHP,7038.0,1.02,Completed,61.39,62.48,125.76,CLEARED
TXN-1411,2026-08-16,USD,JPY,1301.08,1.02,Completed,159.01,162.62,29.5,CLEARED
TXN-1412,2026-08-16,USD,EUR,8632.6,1.02,Completed,0.86,0.89,206.97,CLEARED
TXN-1413,2026-08-16,USD,JPY,10557.17,1.04,Completed,159.01,165.29,416.63,REVIEW: HIGH SPREAD
TXN-1414,2026-08-16,USD,AUD,8389.74,1.03,Completed,1.41,1.46,269.19,REVIEW: HIGH SPREAD
TXN-1415,2026-08-16,USD,EUR,5459.78,1.03,Completed,0.86,0.89,138.69,CLEARED
TXN-1416,2026-08-16,USD,EUR,584.83,1.02,Completed,0.86,0.88,11.08,CLEARED
TXN-1417,2026-08-16,USD,PHP,14265.31,1.03,Completed,61.39,63.34,454.02,REVIEW: HIGH SPREAD
TXN-1418,2026-08-16,USD,AUD,9771.16,1.04,Completed,1.41,1.46,361.9,REVIEW: HIGH SPREAD
TXN-1419,2026-08-16,USD,PHP,9218.89,1.03,Completed,61.39,63.21,273.76,CLEARED
TXN-1420,2026-08-16,USD,JPY,9928.25,1.01,Completed,159.01,160.84,113.99,CLEARED
TXN-1421,2026-08-16,USD,GBP,3755.99,1.01,Completed,0.74,0.75,39.86,CLEARED
TXN-1422,2026-08-16,USD,PHP,8120.89,1.02,Completed,61.39,62.55,154.07,CLEARED
TXN-1423,2026-08-16,USD,AUD,7342.31,1.02,Completed,1.41,1.45,174.57,CLEARED
TXN-1424,2026-08-16,USD,AUD,6255.07,1.01,Completed,1.41,1.43,84.19,CLEARED
TXN-1425,2026-08-16,USD,AUD,7086.57,1.03,Completed,1.41,1.46,219.48,REVIEW: HIGH SPREAD
TXN-1426,2026-08-16,USD,PHP,12840.68,1.03,Completed,61.39,63.02,340.92,REVIEW: HIGH VALUE
TXN-1427,2026-08-16,USD,PHP,14391.37,1.01,Delayed,61.39,62.08,163.07,REVIEW: HIGH VALUE
TXN-1428,2026-08-16,USD,EUR,6626.08,1.04,Delayed,0.86,0.9,248.08,REVIEW: HIGH SPREAD
TXN-1429,2026-08-16,USD,PHP,8763.67,1.01,Completed,61.39,62.26,124.47,CLEARED
TXN-1430,2026-08-16,USD,AUD,8534.75,1.02,Completed,1.41,1.43,136.13,CLEARED
TXN-1431,2026-08-16,USD,PHP,3334.34,1.04,Delayed,61.39,63.63,121.54,REVIEW: HIGH SPREAD
TXN-1432,2026-08-16,USD,EUR,14339.49,1.02,Completed,0.86,0.88,222.13,REVIEW: HIGH VALUE
TXN-1433,2026-08-16,USD,JPY,6434.34,1.04,Completed,159.01,164.77,233.08,REVIEW: HIGH SPREAD
TXN-1434,2026-08-16,USD,EUR,866.89,1.03,Completed,0.86,0.89,24.3,CLEARED
TXN-1435,2026-08-16,USD,JPY,13315.62,1.04,Completed,159.01,164.82,486.61,REVIEW: HIGH SPREAD
TXN-1436,2026-08-16,USD,GBP,10127.94,1.03,Completed,0.74,0.76,287.09,REVIEW: HIGH VALUE
TXN-1437,2026-08-16,USD,PHP,11553.52,1.03,Completed,61.39,63.07,317.23,REVIEW: HIGH VALUE
TXN-1438,2026-08-16,USD,PHP,12258.56,1.03,Completed,61.39,63.48,417.28,REVIEW: HIGH SPREAD
TXN-1439,2026-08-16,USD,JPY,747.24,1.03,Completed,159.01,163.13,19.34,CLEARED
TXN-1440,2026-08-16,USD,JPY,4951.16,1.03,Completed,159.01,163.36,135.34,CLEARED
TXN-1441,2026-08-16,USD,GBP,11543.13,1.03,Completed,0.74,0.76,394.31,REVIEW: HIGH SPREAD
TXN-1442,2026-08-16,USD,AUD,4703.46,1.03,Completed,1.41,1.46,155.23,REVIEW: HIGH SPREAD
TXN-1443,2026-08-16,USD,EUR,5382.78,1.01,Completed,0.86,0.88,66.62,CLEARED
TXN-1444,2026-08-16,USD,PHP,14219.45,1.04,Completed,61.39,63.57,505.32,REVIEW: HIGH SPREAD
TXN-1445,2026-08-16,USD,AUD,5977.32,1.02,Completed,1.41,1.45,140.71,CLEARED
TXN-1446,2026-08-16,USD,EUR,11014.38,1.01,Completed,0.86,0.87,115.91,REVIEW: HIGH VALUE
TXN-1447,2026-08-16,USD,JPY,5764.25,1.03,Completed,159.01,163.02,145.54,CLEARED
TXN-1448,2026-08-16,USD,PHP,2452.5,1.01,Completed,61.39,62.04,25.94,CLEARED
TXN-1449,2026-08-16,USD,PHP,11801.48,1.02,Completed,61.39,62.64,241.04,REVIEW: HIGH VALUE
TXN-1450,2026-08-16,USD,AUD,7380.81,1.02,Completed,1.41,1.44,127.89,CLEARED
TXN-1451,2026-08-16,USD,EUR,1421.14,1.02,Completed,0.86,0.89,35.36,CLEARED
TXN-1452,2026-08-16,USD,AUD,6446.01,1.03,Completed,1.41,1.45,175.07,CLEARED
TXN-1453,2026-08-16,USD,JPY,14348.81,1.04,Completed,159.01,164.91,532.35,REVIEW: HIGH SPREAD
TXN-1454,2026-08-16,USD,PHP,8156.83,1.03,Completed,61.39,63.35,261.17,REVIEW: HIGH SPREAD
TXN-1455,2026-08-16,USD,JPY,6291.58,1.03,Completed,159.01,164.19,205.1,REVIEW: HIGH SPREAD
TXN-1456,2026-08-16,USD,EUR,6430.46,1.03,Completed,0.86,0.89,200.83,REVIEW: HIGH SPREAD
TXN-1457,2026-08-16,USD,AUD,3879.49,1.04,Completed,1.41,1.46,141.91,REVIEW: HIGH SPREAD
TXN-1458,2026-08-16,USD,PHP,7052.88,1.04,Completed,61.39,63.8,276.9,REVIEW: HIGH SPREAD
TXN-1459,2026-08-16,USD,PHP,12769.63,1.03,Completed,61.39,63.09,354.61,REVIEW: HIGH VALUE
TXN-1460,2026-08-16,USD,JPY,11373.85,1.03,Completed,159.01,163.07,290.35,REVIEW: HIGH VALUE
TXN-1461,2026-08-16,USD,EUR,2704.73,1.03,Completed,0.86,0.89,73.18,CLEARED
TXN-1462,2026-08-16,USD,EUR,8095.96,1.02,Completed,0.86,0.88,176.27,CLEARED
TXN-1463,2026-08-16,USD,EUR,5197.41,1.03,Completed,0.86,0.89,166.84,REVIEW: HIGH SPREAD
TXN-1464,2026-08-16,USD,PHP,7532.33,1.03,Completed,61.39,63.45,253.04,REVIEW: HIGH SPREAD
TXN-1465,2026-08-16,USD,EUR,3713.5,1.03,Completed,0.86,0.89,128.31,REVIEW: HIGH SPREAD
TXN-1466,2026-08-16,USD,EUR,6444.69,1.02,Completed,0.86,0.88,145.11,CLEARED
TXN-1467,2026-08-16,USD,AUD,6062.26,1.02,Completed,1.41,1.44,139.04,CLEARED
TXN-1468,2026-08-16,USD,EUR,9991.83,1.03,Completed,0.86,0.89,255.49,CLEARED
TXN-1469,2026-08-16,USD,AUD,5724.91,1.02,Completed,1.41,1.43,86.82,CLEARED
TXN-1470,2026-08-16,USD,EUR,8495.57,1.03,Completed,0.86,0.89,279.31,REVIEW: HIGH SPREAD
TXN-1471,2026-08-16,USD,JPY,9242.26,1.03,Completed,159.01,163.99,289.42,REVIEW: HIGH SPREAD
TXN-1472,2026-08-16,USD,EUR,11573.43,1.03,Delayed,0.86,0.89,309.54,REVIEW: HIGH VALUE
TXN-1473,2026-08-16,USD,JPY,13034.35,1.01,Completed,159.01,160.69,138.0,REVIEW: HIGH VALUE
TXN-1474,2026-08-16,USD,GBP,9739.72,1.02,Completed,0.74,0.75,206.06,CLEARED
TXN-1475,2026-08-16,USD,GBP,3237.68,1.02,Completed,0.74,0.75,68.85,CLEARED
TXN-1476,2026-08-16,USD,PHP,12933.66,1.02,Completed,61.39,62.65,266.01,REVIEW: HIGH VALUE
TXN-1477,2026-08-16,USD,AUD,3271.24,1.04,Delayed,1.41,1.47,129.55,REVIEW: HIGH SPREAD
TXN-1478,2026-08-16,USD,GBP,4771.24,1.01,Delayed,0.74,0.75,48.19,CLEARED
TXN-1479,2026-08-16,USD,PHP,4147.34,1.03,Completed,61.39,63.04,111.78,CLEARED
TXN-1480,2026-08-16,USD,PHP,556.47,1.02,Completed,61.39,62.56,10.59,CLEARED
TXN-1481,2026-08-16,USD,AUD,13799.57,1.02,Completed,1.41,1.44,259.86,REVIEW: HIGH VALUE
TXN-1482,2026-08-16,USD,JPY,7472.84,1.02,Completed,159.01,162.49,163.59,CLEARED
TXN-1483,2026-08-16,USD,PHP,3236.37,1.02,Completed,61.39,62.61,64.47,CLEARED
TXN-1484,2026-08-16,USD,JPY,14572.67,1.01,Completed,159.01,161.26,206.16,REVIEW: HIGH VALUE
